Data e Hora Cotação;Cotação Compra;Cotação Venda
2012-03-27 13:03:38.522;1,8129;1,8135
2012-03-28 13:03:40.925;1,8217;1,8223
2012-03-29 13:03:47.601;1,8327;1,8334
2012-03-30 13:04:52.954;1,8215;1,8221
2012-04-02 13:06:09.662;1,8308;1,8314
2012-04-03 13:14:03.675;1,825;1,8256
2012-04-04 13:07:42.576;1,831;1,8316
2012-04-05 13:07:20.249;1,8295;1,8301
2012-04-09 13:11:54.878;1,8254;1,826
2012-04-10 13:22:36.488;1,8311;1,8317
2012-04-11 13:10:59.644;1,8297;1,8303
2012-04-12 13:02:46.618;1,8264;1,827
2012-04-13 13:03:53.134;1,8358;1,8364
2012-04-16 13:07:45.05;1,8367;1,8373
2012-04-17 13:06:03.333;1,8447;1,8454
2012-04-18 13:06:30.658;1,8688;1,8694
2012-04-19 13:24:27.497;1,8861;1,8867
2012-04-20 13:09:05.314;1,878;1,8786
2012-04-23 13:11:35.212;1,8858;1,8864
2012-04-24 13:05:49.959;1,8774;1,878
2012-04-25 13:07:46.207;1,8801;1,8807
2012-04-26 13:10:39.47;1,8864;1,8871
2012-04-27 13:05:49.878;1,8846;1,8852
2012-04-30 13:08:23.679;1,8912;1,8918
2012-05-02 13:10:47.061;1,9143;1,9149
2012-05-03 13:08:56.485;1,9271;1,9277
2012-05-04 13:04:12.284;1,9204;1,921
2012-05-07 13:02:50.117;1,9262;1,9268
2012-05-08 13:09:44.429;1,936;1,9366
2012-05-09 13:10:31.978;1,9571;1,9577
2012-05-10 13:10:32.071;1,9576;1,9581
2012-05-11 13:08:38.786;1,9507;1,9513
2012-05-14 13:03:51.591;1,986;1,9866
2012-05-15 13:11:45.824;1,9941;1,9947
2012-05-16 13:10:34.092;1,9968;1,9974
2012-05-17 13:04:42.154;1,9967;1,9973
2012-05-18 13:04:50.927;2,0088;2,0095
2012-05-21 13:08:18.965;2,0368;2,0374
2012-05-22 13:06:35.864;2,0487;2,0493
2012-05-23 13:03:02.436;2,0809;2,0816
2012-05-24 13:04:50.936;2,0378;2,0384
2012-05-25 13:12:09.233;2,0026;2,0032
2012-05-28 13:05:53.683;1,9772;1,9778
2012-05-29 13:08:32.962;1,9938;1,9944
2012-05-30 13:07:56.689;2,0072;2,0078
2012-05-31 13:06:47.679;2,0217;2,0223
2012-06-01 13:07:39.285;2,0344;2,035
2012-06-04 13:03:31.977;2,0404;2,041
2012-06-05 13:04:46.994;2,0259;2,0266
2012-06-06 13:09:41.912;2,0176;2,0183
2012-06-08 13:03:46.106;2,0347;2,0353
2012-06-11 13:11:37.227;2,0342;2,0348
2012-06-12 13:05:37.072;2,0558;2,0564
2012-06-13 13:09:33.795;2,0597;2,0604
2012-06-14 13:07:52.354;2,0685;2,0691
2012-06-15 13:09:52.542;2,0437;2,0443
2012-06-18 13:07:48.818;2,0628;2,0634
2012-06-19 13:09:48.593;2,0433;2,044
2012-06-20 13:04:35.416;2,0287;2,0293
2012-06-21 13:10:52.849;2,0357;2,0363
2012-06-22 13:04:38.883;2,0549;2,0555
2012-06-25 13:09:44.048;2,0712;2,0718
2012-06-26 13:03:31.331;2,0737;2,0743
2012-06-27 13:03:17.274;2,0758;2,0764
2012-06-28 13:03:57.013;2,0897;2,0904
2012-06-29 13:06:39.994;2,0207;2,0213
2012-07-02 13:03:53.879;1,9887;1,9893
2012-07-03 13:08:37.173;1,9882;1,9888
2012-07-04 13:06:00.702;2,0195;2,0201
2012-07-05 13:10:37.739;2,0287;2,0292
2012-07-06 13:15:52.457;2,0353;2,0359
2012-07-09 13:05:41.518;2,0303;2,0312
2012-07-10 13:05:39.112;2,0327;2,0332
2012-07-11 13:08:01.948;2,0304;2,031
2012-07-12 13:04:46.58;2,0465;2,0471
2012-07-13 13:11:35.409;2,0332;2,0338
2012-07-16 13:12:00.272;2,0375;2,038
2012-07-17 13:10:42.5;2,0343;2,0349
2012-07-18 13:05:23.02;2,0253;2,0258
2012-07-19 13:02:57.837;2,0233;2,0239
2012-07-20 13:09:36.573;2,022;2,0227
2012-07-23 13:05:39.361;2,0406;2,0412
2012-07-24 13:04:44.263;2,0413;2,0418
2012-07-25 13:15:16.104;2,0397;2,0403
2012-07-26 13:12:05.226;2,0249;2,0255
2012-07-27 13:11:46.204;2,0167;2,0173
2012-07-30 13:14:56.836;2,0308;2,0313
2012-07-31 13:08:41.021;2,0494;2,0499
2012-08-01 13:07:38.649;2,0426;2,0432
2012-08-02 13:09:51.083;2,047;2,0475
2012-08-03 13:25:30.324;2,0307;2,0313
2012-08-06 13:04:18.003;2,0273;2,0279
2012-08-07 13:11:31.708;2,0276;2,0281
2012-08-08 13:04:31.131;2,0267;2,0273
2012-08-09 13:07:56.109;2,0177;2,0182
2012-08-10 13:08:47.353;2,0169;2,0175
2012-08-13 13:10:44.791;2,026;2,0266
2012-08-14 13:09:13.346;2,0252;2,0258
2012-08-15 13:03:03.059;2,0228;2,0234
2012-08-16 13:10:59.843;2,0208;2,0214
2012-08-17 13:03:04.14;2,0176;2,0182
2012-08-20 13:06:51.451;2,0203;2,0209
2012-08-21 13:06:45.512;2,0167;2,0173
2012-08-22 13:11:47.192;2,0204;2,021
2012-08-23 13:10:51.317;2,0236;2,0241
2012-08-24 13:11:02.456;2,025;2,0255
2012-08-27 13:04:13.812;2,0287;2,0293
2012-08-28 13:03:36.899;2,0427;2,0433
2012-08-29 13:09:00.274;2,0503;2,0509
2012-08-30 13:12:22.969;2,0507;2,0513
2012-08-31 13:04:17.112;2,0366;2,0372
2012-09-03 13:05:23.759;2,0329;2,0335
2012-09-04 13:06:32.234;2,0386;2,0392
2012-09-05 13:07:55.1;2,038;2,0385
2012-09-06 13:05:55.524;2,0375;2,0381
2012-09-10 13:14:23.718;2,0235;2,0241
2012-09-11 13:13:23.284;2,0192;2,0197
2012-09-12 13:06:51.866;2,0198;2,0204
2012-09-13 13:09:25.713;2,0249;2,0254
2012-09-14 13:10:43.711;2,0133;2,0139
2012-09-17 13:02:51.765;2,0306;2,0312
2012-09-18 13:04:55.303;2,0268;2,0274
2012-09-19 13:11:47.666;2,023;2,0236
2012-09-20 13:07:46.598;2,0257;2,0263
2012-09-21 13:10:56.69;2,0235;2,024
2012-09-24 13:09:17.49;2,0267;2,0273
2012-09-25 13:07:05.73;2,0245;2,0251
2012-09-26 13:06:47.502;2,0335;2,0341
2012-09-27 13:04:47.527;2,0305;2,0311
2012-09-28 13:05:37.858;2,03;2,0306
2012-10-01 13:08:57.092;2,0254;2,026
2012-10-02 13:06:45.35;2,026;2,0266
2012-10-03 13:04:03.46;2,026;2,0266
2012-10-04 13:11:52.055;2,0218;2,0224
2012-10-05 13:10:34.877;2,024;2,0246
2012-10-08 13:11:57.283;2,0307;2,0313
2012-10-09 13:03:07.756;2,0331;2,0337
2012-10-10 13:11:09.14;2,0373;2,0378
2012-10-11 13:06:49.893;2,0363;2,0369
2012-10-15 13:07:47.926;2,0377;2,0382
2012-10-16 13:07:01.119;2,0345;2,0351
2012-10-17 13:06:00.648;2,033;2,0336
2012-10-18 13:07:59.117;2,029;2,0295
2012-10-19 13:10:43.111;2,0266;2,0272
2012-10-22 13:04:46.768;2,026;2,0266
2012-10-23 13:11:41.764;2,0281;2,0286
2012-10-24 13:05:52.663;2,0257;2,0263
2012-10-25 13:11:34.399;2,0256;2,0261
2012-10-26 13:08:42.618;2,0257;2,0263
2012-10-29 13:04:05.412;2,0291;2,0296
2012-10-30 13:06:31.577;2,0318;2,0323
2012-10-31 13:04:57.183;2,0308;2,0313
2012-11-01 13:03:49.665;2,0306;2,0312
2012-11-05 14:14:17.151;2,0344;2,035
2012-11-06 13:11:00.375;2,0336;2,0341
2012-11-07 13:35:49.065;2,0324;2,033
2012-11-08 13:10:38.177;2,0352;2,0357
2012-11-09 13:03:59.419;2,0507;2,0512
2012-11-12 13:11:44.941;2,047;2,0476
2012-11-13 13:06:45.484;2,0609;2,0614
2012-11-14 13:05:05.917;2,0624;2,0629
2012-11-16 13:05:52.384;2,0706;2,0712
2012-11-19 13:05:45.884;2,074;2,0745
2012-11-20 13:03:31.07;2,0827;2,0835
2012-11-21 13:02:57.044;2,0918;2,0924
2012-11-22 13:03:39.358;2,0907;2,0912
2012-11-23 13:04:55.46;2,098;2,0985
2012-11-26 13:04:48.903;2,0782;2,0787
2012-11-27 13:11:44.727;2,0746;2,0752
2012-11-28 13:10:49.826;2,0907;2,0912
2012-11-29 13:08:45.623;2,0986;2,0991
2012-11-30 13:09:48.125;2,1068;2,1074
2012-12-03 13:02:51.743;2,1115;2,1121
2012-12-04 13:06:57.763;2,1072;2,1077
2012-12-05 13:11:05.21;2,104;2,1046
2012-12-06 13:11:44.204;2,0831;2,0836
2012-12-07 13:10:07.654;2,0798;2,0804
2012-12-10 13:05:22.246;2,0804;2,081
2012-12-11 14:07:11.333;2,0737;2,0743
2012-12-12 13:06:24.69;2,0795;2,0801
2012-12-13 13:17:09.867;2,0745;2,0751
2012-12-14 13:09:43.002;2,0834;2,084
2012-12-17 13:08:09.604;2,0896;2,0902
2012-12-18 13:05:48.066;2,096;2,0966
2012-12-19 13:08:42.751;2,0785;2,0791
2012-12-20 13:10:43.331;2,062;2,0625
2012-12-21 13:10:23.308;2,0751;2,0758
2012-12-24 11:13:16.864;2,0767;2,0774
2012-12-26 13:07:45.778;2,0563;2,0569
2012-12-27 13:08:53.85;2,0477;2,0483
2012-12-28 13:10:47.39;2,0429;2,0435
2012-12-31 11:04:48.434;2,0429;2,0435
2013-01-02 13:05:48.249;2,0409;2,0415
2013-01-03 13:10:38.68;2,0458;2,0464
2013-01-04 13:11:43.935;2,0419;2,0425
2013-01-07 13:06:51.118;2,0306;2,0312
2013-01-08 13:02:55.261;2,028;2,0286
2013-01-09 13:07:45.947;2,0411;2,0417
2013-01-10 13:06:41.511;2,0352;2,0358
2013-01-11 13:10:35.899;2,0335;2,0341
2013-01-14 13:09:43.286;2,0328;2,0334
2013-01-15 13:06:39.404;2,0368;2,0374
2013-01-16 13:10:16.782;2,0403;2,0409
2013-01-17 13:02:55.259;2,0405;2,0411
2013-01-18 13:12:12.117;2,0435;2,0441
2013-01-21 13:34:30.918;2,0415;2,042
2013-01-22 13:05:53.572;2,0466;2,0471
2013-01-23 13:07:15.162;2,0388;2,0394
2013-01-24 13:09:40.829;2,0338;2,0344
2013-01-25 13:04:58.866;2,0277;2,0285
2013-01-28 13:03:00.518;2,0235;2,0241
2013-01-29 13:08:36.467;1,9906;1,9912
2013-01-30 13:08:50.25;1,9894;1,99
2013-01-31 13:11:41.77;1,9877;1,9883
2013-02-01 13:02:58.868;1,9838;1,9843
2013-02-04 13:04:25.033;1,9888;1,9893
2013-02-05 13:09:50.471;1,9875;1,9881
2013-02-06 13:07:47.514;1,9878;1,9884
2013-02-07 13:03:51.969;1,9783;1,9789
2013-02-08 13:08:58.455;1,963;1,9636
2013-02-13 15:07:51.525;1,9665;1,967
2013-02-14 13:09:35.621;1,966;1,9666
2013-02-15 13:03:24.43;1,9594;1,96
2013-02-18 13:03:52.256;1,967;1,9676
2013-02-19 13:08:01.687;1,9591;1,9597
2013-02-20 13:08:45.533;1,9564;1,957
2013-02-21 13:13:20.084;1,9715;1,972
2013-02-22 13:03:02.142;1,9699;1,9705
2013-02-25 13:10:09.342;1,967;1,9676
2013-02-26 13:06:54.78;1,9812;1,9818
2013-02-27 13:11:43.577;1,9801;1,9807
2013-02-28 13:11:51.961;1,9749;1,9754
2013-03-01 13:12:05.871;1,9843;1,9848
2013-03-04 13:08:50.693;1,9822;1,9827
2013-03-05 13:04:46.767;1,9688;1,9693
2013-03-06 13:07:01.842;1,9668;1,9673
2013-03-07 13:08:47.273;1,9636;1,9642
2013-03-08 13:04:53.34;1,9522;1,9528
2013-03-11 13:10:38.26;1,9546;1,9552
2013-03-12 13:03:36.02;1,9579;1,9585
2013-03-13 13:26:39.778;1,9614;1,9619
2013-03-14 13:10:44.779;1,9671;1,9676
2013-03-15 13:03:34.959;1,9743;1,9749
2013-03-18 13:08:53.125;1,9865;1,9871
2013-03-19 13:08:43.599;1,9824;1,983
2013-03-20 13:20:57.344;1,9862;1,9868
2013-03-21 13:07:47.224;1,9925;1,9931
2013-03-22 13:11:39.362;2,012;2,0126
2013-03-25 13:11:21.009;2,0134;2,014
2013-03-26 13:09:46.688;2,0081;2,0087
2013-03-27 13:03:02.787;2,0179;2,0185
2013-03-28 17:10:23.298;2,0132;2,0138
2013-04-01 13:06:00.107;2,018;2,0186
2013-04-02 13:10:38.909;2,0173;2,0179
2013-04-03 13:06:51.864;2,0233;2,0239
2013-04-04 13:11:41.754;2,0195;2,0201
2013-04-05 13:08:36.695;2,0029;2,0035
2013-04-08 13:05:41.346;1,9897;1,9902
2013-04-09 13:04:47.735;1,9855;1,9861
2013-04-10 13:04:07.374;1,9804;1,981
2013-04-11 13:03:06.282;1,9731;1,9736
2013-04-12 13:07:09.361;1,9755;1,9761
2013-04-15 13:06:44.386;1,9784;1,979
2013-04-16 13:15:40.278;1,9897;1,9903
2013-04-17 13:09:42.788;1,9933;1,9939
2013-04-18 13:10:34.037;2,0146;2,0152
2013-04-19 13:09:42.607;2,0084;2,0089
2013-04-22 13:10:37.761;2,0148;2,0154
2013-04-23 13:07:06.482;2,0164;2,017
2013-04-24 13:03:32.339;2,0238;2,0244
2013-04-25 13:07:34.238;2,0114;2,0119
2013-04-26 13:09:38.749;1,9995;2,0001
2013-04-29 13:06:37.983;1,9993;1,9999
2013-04-30 13:04:54.305;2,0011;2,0017
2013-05-02 13:09:07.634;2,0089;2,0095
2013-05-03 13:08:42.915;2,0088;2,0093
2013-05-06 13:03:17.783;2,0137;2,0143
2013-05-07 13:11:30.968;2,0104;2,011
2013-05-08 13:09:42.179;2,0024;2,003
2013-05-09 13:07:19.24;2,0046;2,0051
2013-05-10 13:08:03.868;2,0225;2,0231
2013-05-13 13:05:34.22;2,0144;2,015
2013-05-14 13:12:38.797;2,0057;2,0063
2013-05-15 13:05:34.756;2,0227;2,0233
2013-05-16 13:05:13.681;2,0249;2,0254
2013-05-17 13:06:08.967;2,0348;2,0354
2013-05-20 13:17:52.422;2,0328;2,0333
2013-05-21 13:12:23.111;2,0396;2,0402
2013-05-22 13:02:43.822;2,0381;2,0387
2013-05-23 13:08:03.228;2,0531;2,0537
2013-05-24 13:06:38.11;2,0489;2,0495
2013-05-27 13:05:04.56;2,0521;2,0527
2013-05-28 13:04:48.674;2,061;2,0616
2013-05-29 13:11:05.54;2,0888;2,0894
2013-05-31 13:03:28.875;2,1314;2,1319
2013-06-03 13:12:34.501;2,1349;2,1355
2013-06-04 13:11:46.735;2,1276;2,1282
2013-06-05 13:04:53.222;2,1229;2,1235
2013-06-06 13:04:28.649;2,1244;2,125
2013-06-07 13:10:27.178;2,1367;2,1372
2013-06-10 13:10:35.055;2,1501;2,1506
2013-06-11 13:05:14.791;2,1515;2,1521
2013-06-12 13:05:52.447;2,1415;2,142
2013-06-13 13:10:33.803;2,1441;2,1447
2013-06-14 13:08:36.438;2,1361;2,1367
2013-06-17 13:11:26.953;2,1532;2,1538
2013-06-18 13:11:42.454;2,17;2,1706
2013-06-19 13:10:45.316;2,1738;2,1744
2013-06-20 13:10:09.518;2,2517;2,2523
2013-06-21 13:10:01.465;2,2642;2,2648
2013-06-24 13:06:12.036;2,2509;2,2515
2013-06-25 13:05:55.868;2,218;2,2185
2013-06-26 13:07:03.147;2,1969;2,1975
2013-06-27 13:09:07.487;2,184;2,1846
2013-06-28 13:07:33.739;2,215;2,2156
2013-07-01 13:10:01.089;2,2292;2,2297
2013-07-02 13:10:55.736;2,2407;2,2412
2013-07-03 13:05:58.332;2,2628;2,2634
2013-07-04 13:05:10.433;2,2589;2,2595
2013-07-05 13:02:49.803;2,2639;2,2645
2013-07-08 13:09:38.944;2,2577;2,2583
2013-07-09 13:09:51.629;2,2615;2,2628
2013-07-10 13:12:34.293;2,2691;2,2697
2013-07-11 13:12:12.219;2,2666;2,2672
2013-07-12 13:11:39.968;2,2664;2,267
2013-07-15 13:05:40.09;2,2543;2,2548
2013-07-16 13:09:20.936;2,2347;2,2353
2013-07-17 13:07:40.106;2,2366;2,2372
2013-07-18 13:04:32.103;2,2291;2,2297
2013-07-19 13:06:51.771;2,2358;2,2364
2013-07-22 13:06:14.399;2,238;2,2386
2013-07-23 13:09:54.424;2,2261;2,2267
2013-07-24 13:02:53.498;2,2342;2,2348
2013-07-25 13:09:58.91;2,2491;2,2497
2013-07-26 13:04:40.197;2,2483;2,2488
2013-07-29 13:05:33.314;2,2603;2,2609
2013-07-30 13:07:35.722;2,2729;2,2734
2013-07-31 13:10:42.07;2,2897;2,2903
2013-08-01 13:07:33.478;2,2908;2,2914
2013-08-02 13:07:22.068;2,2927;2,2933
2013-08-05 13:02:38.648;2,3004;2,301
2013-08-06 13:11:39.058;2,2949;2,2955
2013-08-07 13:11:39.845;2,3022;2,3028
2013-08-08 13:05:19.298;2,2876;2,2882
2013-08-09 13:10:34.326;2,2743;2,2748
2013-08-12 13:05:38.69;2,2716;2,2722
2013-08-13 13:09:02.541;2,3029;2,3035
2013-08-14 13:04:50.433;2,3112;2,3118
2013-08-15 13:04:41.405;2,3428;2,3434
2013-08-16 13:08:14.75;2,3559;2,3565
2013-08-19 13:07:52.274;2,3974;2,398
2013-08-20 13:08:36.278;2,3937;2,3943
2013-08-21 13:07:35.9;2,4163;2,4169
2013-08-22 13:07:56.171;2,4451;2,4457
2013-08-23 13:11:19.136;2,3862;2,3868
2013-08-26 13:12:08.484;2,3699;2,3705
2013-08-27 13:10:44.066;2,3992;2,3998
2013-08-28 13:10:01.787;2,3509;2,3515
2013-08-29 13:07:46.549;2,3572;2,3578
2013-08-30 13:05:48.122;2,3719;2,3725
2013-09-02 13:11:12.1;2,3637;2,3643
2013-09-03 13:10:31.929;2,3891;2,3897
2013-09-04 13:17:51.465;2,3532;2,3538
2013-09-05 13:09:50.58;2,3308;2,3314
2013-09-06 13:11:42.806;2,2973;2,2979
2013-09-09 13:05:45.114;2,2862;2,2868
2013-09-10 13:04:39.795;2,2773;2,2779
2013-09-11 13:07:11.41;2,2941;2,2947
2013-09-12 13:06:37.019;2,2763;2,2769
2013-09-13 13:03:39.421;2,2779;2,2785
2013-09-16 13:07:28.572;2,2643;2,2649
2013-09-17 13:04:53.71;2,2611;2,2617
2013-09-18 13:08:10.556;2,2483;2,2489
2013-09-19 13:11:02.9;2,2029;2,2036
2013-09-20 13:08:46.281;2,2047;2,2053
2013-09-23 13:11:51.921;2,2026;2,2033
2013-09-24 13:04:51.536;2,2025;2,2031
2013-09-25 13:07:56.346;2,2218;2,2224
2013-09-26 13:04:11.741;2,2279;2,2285
2013-09-27 13:06:38.822;2,2565;2,2571
2013-09-30 13:06:56.111;2,2294;2,23
2013-10-01 13:06:16.964;2,2118;2,2123
2013-10-02 13:03:57.168;2,2082;2,2088
2013-10-03 13:07:59.609;2,2063;2,2069
2013-10-04 13:05:03.63;2,2045;2,2051
2013-10-07 13:06:19.492;2,2081;2,2087
2013-10-08 13:11:09.717;2,201;2,2016
2013-10-09 13:13:44.888;2,2048;2,2054
2013-10-10 13:13:00.133;2,1844;2,185
2013-10-11 13:10:09.702;2,1815;2,1821
2013-10-14 13:12:32.447;2,1811;2,1817
2013-10-15 13:13:20.909;2,1812;2,1818
2013-10-16 13:09:45.137;2,1623;2,1629
2013-10-17 13:05:59.706;2,1605;2,1611
2013-10-18 13:07:45.069;2,161;2,1616
2013-10-21 13:10:06.671;2,1732;2,1738
2013-10-22 13:08:47.607;2,1754;2,176
2013-10-23 13:05:02.191;2,1821;2,1826
2013-10-24 13:08:52.282;2,1997;2,2003
2013-10-25 13:09:16.031;2,1842;2,1848
2013-10-28 13:11:25.151;2,184;2,1846
2013-10-29 13:09:59.136;2,1798;2,1804
2013-10-30 13:15:18.648;2,1882;2,1888
2013-10-31 13:08:13.714;2,202;2,2026
2013-11-01 13:10:04.197;2,2462;2,2468
2013-11-04 13:03:35.824;2,242;2,2426
2013-11-05 13:08:38.167;2,2741;2,2747
2013-11-06 13:03:27.898;2,2779;2,2785
2013-11-07 13:04:46.898;2,2819;2,2825
2013-11-08 13:02:43.426;2,3164;2,317
2013-11-11 13:08:43.459;2,3136;2,3142
2013-11-12 13:02:40.589;2,3356;2,3362
2013-11-13 13:03:58.793;2,3228;2,3234
2013-11-14 13:03:38.38;2,3283;2,3289
2013-11-18 13:06:52.085;2,2822;2,2828
2013-11-19 13:07:49.213;2,2656;2,2662
2013-11-20 13:03:01.101;2,2713;2,2726
2013-11-21 13:11:30.998;2,3061;2,3067
2013-11-22 13:04:40.77;2,2906;2,2913
2013-11-25 13:08:41.684;2,2865;2,2871
2013-11-26 13:02:46.322;2,3034;2,304
2013-11-27 13:10:51.775;2,3052;2,3058
2013-11-28 13:03:23.167;2,3202;2,3208
2013-11-29 13:11:55.078;2,3243;2,3249
2013-12-02 13:11:36.053;2,3443;2,3449
2013-12-03 13:04:57.306;2,3552;2,3558
2013-12-04 13:06:08.912;2,3734;2,374
2013-12-05 13:11:37.072;2,3741;2,3747
2013-12-06 13:03:55.26;2,3519;2,3525
2013-12-09 13:09:05.576;2,3218;2,3225
2013-12-10 13:07:35.282;2,3096;2,3102
2013-12-11 13:11:38.507;2,3256;2,3262
2013-12-12 13:10:04.219;2,3333;2,3338
2013-12-13 13:05:46.705;2,3348;2,3354
2013-12-16 13:11:36.612;2,3249;2,3255
2013-12-17 13:05:43.126;2,3215;2,3221
2013-12-18 13:11:36.166;2,3268;2,3274
2013-12-19 13:05:47.954;2,3522;2,3528
2013-12-20 13:10:03.427;2,3811;2,3817
2013-12-23 13:11:16.192;2,37;2,3706
2013-12-24 11:03:55.493;2,3543;2,3554
2013-12-26 13:11:09.577;2,3501;2,3507
2013-12-27 13:08:58.285;2,3532;2,3538
2013-12-30 13:02:57.967;2,342;2,3426
2013-12-31 11:03:18.266;2,342;2,3426
2014-01-02 13:04:36.708;2,3969;2,3975
2014-01-03 13:03:27.555;2,3734;2,3741
2014-01-06 13:09:49.431;2,3783;2,3789
2014-01-07 13:17:29.96;2,3628;2,3634
2014-01-08 13:11:11.604;2,3773;2,3779
2014-01-09 13:02:45.933;2,3954;2,396
2014-01-10 13:09:45.784;2,3813;2,3819
2014-01-13 13:04:39.67;2,3485;2,3491
2014-01-14 13:08:46.792;2,3611;2,3617
2014-01-15 13:02:33.618;2,3465;2,347
2014-01-16 13:13:32.79;2,3677;2,3683
2014-01-17 13:09:41.933;2,3595;2,3601
2014-01-20 13:03:55.439;2,3329;2,3335
2014-01-21 13:11:28.685;2,3602;2,3608
2014-01-22 13:09:58.309;2,3595;2,3601
2014-01-23 13:18:51.237;2,3755;2,3761
2014-01-24 13:08:47.532;2,4123;2,4129
2014-01-27 13:06:42.498;2,4038;2,4044
2014-01-28 13:03:46.335;2,4159;2,4165
2014-01-29 13:12:17.122;2,439;2,4397
2014-01-30 13:08:40.702;2,4218;2,4224
2014-01-31 13:05:55.471;2,4257;2,4263
2014-02-03 13:09:29.876;2,4084;2,409
2014-02-04 13:17:10.946;2,4171;2,4177
2014-02-05 13:12:31.7;2,4101;2,4106
2014-02-06 13:11:22.836;2,4035;2,4041
2014-02-07 13:02:43.449;2,3811;2,3817
2014-02-10 13:03:47.13;2,393;2,3936
2014-02-11 13:10:51.842;2,407;2,4076
2014-02-12 13:08:31.42;2,408;2,4086
2014-02-13 13:04:36.405;2,4232;2,4238
2014-02-14 13:06:35.861;2,3919;2,3924
2014-02-17 13:04:58.544;2,3864;2,387
2014-02-18 13:04:34.221;2,3977;2,3983
2014-02-19 13:09:48.226;2,398;2,3986
2014-02-20 13:15:13.325;2,3793;2,3799
2014-02-21 13:07:44.359;2,3619;2,3625
2014-02-24 13:03:31.565;2,3385;2,3391
2014-02-25 13:13:15.245;2,3361;2,3367
2014-02-26 13:04:51.608;2,3448;2,3454
2014-02-27 13:13:34.734;2,3431;2,3436
2014-02-28 13:13:28.552;2,3327;2,3334
2014-03-05 15:04:49.127;2,3234;2,324
2014-03-06 13:07:39.84;2,3088;2,3094
2014-03-07 13:09:43.095;2,3376;2,3382
2014-03-10 13:03:43.522;2,3404;2,341
2014-03-11 13:03:41.99;2,3455;2,3461
2014-03-12 13:06:32.18;2,3643;2,3649
2014-03-13 13:09:26.159;2,348;2,3486
2014-03-14 13:10:41.871;2,3631;2,3638
2014-03-17 13:09:47.463;2,3513;2,3518
2014-03-18 13:09:29.089;2,3516;2,3522
2014-03-19 13:13:14.378;2,3333;2,3338
2014-03-20 13:09:32.167;2,3414;2,342
2014-03-21 13:02:54.65;2,3239;2,3245
2014-03-24 13:05:01.762;2,3242;2,3248
2014-03-25 13:02:43.426;2,3118;2,3124
2014-03-26 13:08:32.27;2,3113;2,3119
2014-03-27 13:11:37.693;2,2824;2,283
2014-03-28 13:10:27.749;2,2597;2,2603
2014-03-31 13:06:28.603;2,2624;2,263
2014-04-01 13:06:33.73;2,2614;2,262
2014-04-02 13:06:42.001;2,2705;2,2711
2014-04-03 13:13:35.103;2,2805;2,2811
2014-04-04 13:08:32.592;2,2414;2,242
2014-04-07 13:11:44.528;2,232;2,2326
2014-04-08 13:11:12.079;2,1968;2,1974
2014-04-09 13:07:31.791;2,2105;2,2111
2014-04-10 13:03:33.545;2,1982;2,1987
2014-04-11 13:08:32.718;2,2053;2,2059
2014-04-14 13:09:23.444;2,209;2,2096
2014-04-15 13:07:45.682;2,2251;2,2257
2014-04-16 13:02:41.079;2,2336;2,2342
2014-04-17 13:10:40.265;2,2476;2,2482
2014-04-22 13:11:46.284;2,2443;2,2449
2014-04-23 13:06:46.738;2,242;2,2426
2014-04-24 13:05:33.387;2,2223;2,2229
2014-04-25 13:09:32.442;2,2319;2,2325
2014-04-28 13:16:25.151;2,2364;2,237
2014-04-29 13:12:27.032;2,2193;2,2199
2014-04-30 13:05:05.542;2,2354;2,236
2014-05-02 13:03:37.96;2,2215;2,2221
2014-05-05 13:07:34.692;2,228;2,2286
2014-05-06 13:10:36.998;2,2316;2,2322
2014-05-07 13:14:12.884;2,2276;2,2282
2014-05-08 13:11:06.256;2,2101;2,2107
2014-05-09 13:09:49.932;2,2186;2,2192
2014-05-12 13:05:50.094;2,2158;2,2164
2014-05-13 13:07:35.024;2,2095;2,2101
2014-05-14 13:09:49.681;2,2123;2,2129
2014-05-15 13:10:39.677;2,216;2,2166
2014-05-16 13:08:07.88;2,2104;2,211
2014-05-19 13:05:10.696;2,2105;2,2111
2014-05-20 13:05:34.283;2,215;2,2156
2014-05-21 13:13:39.12;2,2105;2,2111
2014-05-22 13:07:46.127;2,2125;2,2131
2014-05-23 13:13:50.234;2,2181;2,2187
2014-05-26 13:07:29.336;2,2203;2,2209
2014-05-27 13:11:55.066;2,2348;2,2354
2014-05-28 13:10:31.786;2,2399;2,2405
2014-05-29 13:08:37.636;2,2245;2,2251
2014-05-30 13:05:41.094;2,2384;2,239
2014-06-02 13:10:08.194;2,2634;2,264
2014-06-03 13:14:20.454;2,2648;2,2654
2014-06-04 13:11:13.283;2,2796;2,2802
2014-06-05 13:11:46.429;2,2689;2,2695
2014-06-06 13:11:54.669;2,2439;2,2445
2014-06-09 13:14:19.297;2,233;2,2336
2014-06-10 13:11:07.623;2,229;2,2296
2014-06-11 13:16:57.878;2,2301;2,2307
2014-06-12 12:06:42.039;2,2298;2,2306
2014-06-13 13:11:30.371;2,2341;2,2347
2014-06-16 13:06:29.719;2,2307;2,2313
2014-06-17 12:06:40.622;2,248;2,2486
2014-06-18 13:03:45.933;2,2528;2,2534
2014-06-20 13:09:17.147;2,2374;2,238
2014-06-23 12:11:37.367;2,2189;2,2195
2014-06-24 13:06:31.521;2,2211;2,2217
